platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
Instagram,Deeply concerned about the future. #crisis #worry,2641,11691,#struggle #disaster #frustration #fail,7,0.0,172.36
Facebook,Just sharing an update on the project. More details soon.,138,1285,#update #facts #info,10,0.5,167.13
YouTube,Good vibes only. Spread happiness! ❤️,706,121711,#inspiration #success #joy,6,0.525,237.55
Instagram,A quiet afternoon walk in the park. #nature #relax,5058,15082,#update #news #daily,9,0.0,215.07
Instagram,What an amazing experience! Definitely a must-see. 🔥,1924,160867,#happiness #blessed #inspiration #joy,8,0.37500000000000006,194.6
Instagram,Good vibes only. Spread happiness! ❤️,5648,30374,#joy #blessed #happiness,6,0.525,239.2
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,1014,27131,#inspiration #success #joy,10,0.9,232.87
Facebook,Reviewing the latest industry report. Interesting findings.,23262,47376,#facts #project #info #update,7,0.5,290.08
YouTube,Reviewing the latest industry report. Interesting findings.,491,1458,#facts #project #news #info,7,0.5,208.84
X,Just sharing an update on the project. More details soon.,131472,685382,#news #project,10,0.5,269.75
YouTube,What an amazing experience! Definitely a must-see. 🔥,147,1000,#joy #positivevibes,8,0.37500000000000006,147.66
X,Worst experience ever. So frustrating and a waste of time. 👎,113,1000,#fail #struggle #problem #unacceptable,11,-0.5333333333333333,79.69
YouTube,Deeply concerned about the future. #crisis #worry,7360,7714,#problem #frustration,7,0.0,237.35
Facebook,What an amazing experience! Definitely a must-see. 🔥,4564,5229,#inspiration #positivevibes #success #happiness,8,0.37500000000000006,235.21
YouTube,What an amazing experience! Definitely a must-see. 🔥,611458,7024903,#inspiration #success,8,0.37500000000000006,392.24
X,Absolutely loving this! So much joy and inspiration. ✨,289,1876,#success #blessed #positivevibes,9,0.775,116.41
X,A quiet afternoon walk in the park. #nature #relax,100,1525,#news #update #project,9,0.0,116.54
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,108,2058,#unacceptable #problem #disaster #frustration,10,-0.6333333333333333,124.47
Facebook,Absolutely loving this! So much joy and inspiration. ✨,4781,54220,#success #positivevibes,9,0.775,275.59
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,603114,603957,#problem #struggle,11,-0.5333333333333333,333.01
X,Just sharing an update on the project. More details soon.,24392,808308,#facts #daily,10,0.5,256.69
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,23892,90195,#problem #disaster #unacceptable #struggle,11,0.0625,254.85
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,20695,66320,#frustration #unacceptable #struggle,10,-0.6333333333333333,188.78
Facebook,What an amazing experience! Definitely a must-see. 🔥,2905,33808,#success #happiness #inspiration #joy,8,0.37500000000000006,248.43
X,Reviewing the latest industry report. Interesting findings.,181,1706,#facts #daily #info,7,0.5,131.3
Facebook,Reviewing the latest industry report. Interesting findings.,2668,22303,#update #info #project,7,0.5,209.24
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,313,1580,#struggle #unacceptable #problem #fail,10,-0.725,145.04
X,Just sharing an update on the project. More details soon.,1546,9766,#project #news,10,0.5,195.86
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,100,1295,#problem #fail #unacceptable,11,0.0625,136.95
X,Just sharing an update on the project. More details soon.,3182,14807,#daily #project,10,0.5,210.77
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,509,1000,#unacceptable #fail #problem,10,-0.725,132.67
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,156407,407809,#joy #happiness #blessed #success,10,0.9,294.29
Instagram,Deeply concerned about the future. #crisis #worry,4148,26235,#disaster #problem #frustration,7,0.0,211.6
X,Worst experience ever. So frustrating and a waste of time. 👎,6282,36611,#disaster #problem #frustration #unacceptable,11,-0.5333333333333333,203.57
Facebook,A quiet afternoon walk in the park. #nature #relax,2150,3152754,#news #facts #update #daily,9,0.0,283.21
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,112,1000,#unacceptable #struggle #frustration,10,-0.6333333333333333,91.75
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,193,1198,#problem #fail,10,-0.6333333333333333,160.57
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,5663,35749,#frustration #struggle #disaster #fail,10,-0.6333333333333333,237.77
Instagram,What an amazing experience! Definitely a must-see. 🔥,197,3005,#happiness #blessed #positivevibes,8,0.37500000000000006,175.65
X,So proud of this accomplishment! Hard work pays off. 💪,606,42843,#inspiration #positivevibes,10,0.35416666666666663,157.79
Instagram,Reviewing the latest industry report. Interesting findings.,578,92313,#news #facts #update,7,0.5,194.65
Instagram,So proud of this accomplishment! Hard work pays off. 💪,1545,28811,#happiness #joy,10,0.35416666666666663,201.85
YouTube,What an amazing experience! Definitely a must-see. 🔥,100,1720,#positivevibes #happiness #success,8,0.37500000000000006,132.01
X,So proud of this accomplishment! Hard work pays off. 💪,226,1398,#joy #success,10,0.35416666666666663,130.97
Instagram,Testing out a new feature. Feedback welcome.,1054,29047,#news #facts #daily,7,0.4681818181818182,204.05
YouTube,Just sharing an update on the project. More details soon.,5988,92443,#news #facts,10,0.5,286.05
X,A quiet afternoon walk in the park. #nature #relax,1364,96688,#update #info,9,0.0,169.44
Facebook,What an amazing experience! Definitely a must-see. 🔥,808,5010,#positivevibes #success,8,0.37500000000000006,206.41
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,6188,6387,#frustration #unacceptable #disaster #problem,11,-0.5333333333333333,218.64
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,7467,1004854,#fail #problem #struggle #disaster,10,-0.725,212.34
Facebook,What an amazing experience! Definitely a must-see. 🔥,100,3546,#success #blessed,8,0.37500000000000006,145.44
YouTube,So proud of this accomplishment! Hard work pays off. 💪,100,1000,#happiness #joy #success,10,0.35416666666666663,173.7
X,This is unacceptable. Major issues need to be addressed immediately. 😡,155,1000,#frustration #disaster,11,0.0625,125.94
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,7560,21023,#struggle #problem #unacceptable #disaster,11,-0.5333333333333333,206.42
X,Worst experience ever. So frustrating and a waste of time. 👎,947,19069,#unacceptable #problem #frustration,11,-0.5333333333333333,179.01
Facebook,Just sharing an update on the project. More details soon.,4685,13977,#facts #news #update #project,10,0.5,228.96
Instagram,Reviewing the latest industry report. Interesting findings.,182,1000,#news #info #update #project,7,0.5,140.98
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,1954,15217,#disaster #unacceptable #problem #fail,11,0.0625,253.87
Instagram,Deeply concerned about the future. #crisis #worry,1743,10687,#disaster #unacceptable,7,0.0,180.41
YouTube,Captured this moment. #dailyphoto,3425,5445,#daily #facts #info,4,0.0,220.9
Facebook,Absolutely loving this! So much joy and inspiration. ✨,3017,46715,#happiness #blessed #inspiration #positivevibes,9,0.775,253.04
X,Captured this moment. #dailyphoto,9444,58027,#project #facts #daily #update,4,0.0,222.44
Facebook,Reviewing the latest industry report. Interesting findings.,497,4710,#info #news #daily,7,0.5,161.93
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#fail #struggle #disaster #frustration,10,-0.6333333333333333,120.16
Instagram,Deeply concerned about the future. #crisis #worry,1357,9869,#struggle #fail #disaster,7,0.0,181.67
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,3878,6919,#fail #disaster #struggle #frustration,11,-0.5333333333333333,217.24
X,Reviewing the latest industry report. Interesting findings.,11347,12203,#update #info #daily,7,0.5,187.33
Instagram,What an amazing experience! Definitely a must-see. 🔥,212,1524,#happiness #joy #blessed #success,8,0.37500000000000006,150.83
X,This is unacceptable. Major issues need to be addressed immediately. 😡,122,2159,#disaster #problem #unacceptable,11,0.0625,151.12
YouTube,What an amazing experience! Definitely a must-see. 🔥,7175,7599,#blessed #happiness #success,8,0.37500000000000006,252.48
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,1457,34221,#disaster #frustration,10,-0.6333333333333333,249.93
X,Worst experience ever. So frustrating and a waste of time. 👎,21724,254202,#frustration #struggle #disaster #unacceptable,11,-0.5333333333333333,209.77
X,Absolutely loving this! So much joy and inspiration. ✨,1405,26058,#positivevibes #happiness #blessed,9,0.775,189.17
YouTube,What an amazing experience! Definitely a must-see. 🔥,640141,1719433,#success #positivevibes,8,0.37500000000000006,379.6
Facebook,A quiet afternoon walk in the park. #nature #relax,5305,10492,#project #update,9,0.0,238.16
X,Absolutely loving this! So much joy and inspiration. ✨,1776,43464,#blessed #inspiration #positivevibes,9,0.775,164.57
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,100,3060,#blessed #happiness #success,10,0.9,200.22
Facebook,Absolutely loving this! So much joy and inspiration. ✨,127,1000,#success #joy #happiness,9,0.775,186.49
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,1376,50048,#fail #struggle #unacceptable #problem,11,0.0625,258.2
Facebook,A quiet afternoon walk in the park. #nature #relax,7703,7813,#update #news #facts #project,9,0.0,214.42
Facebook,A quiet afternoon walk in the park. #nature #relax,1871066,2541291,#news #info #facts,9,0.0,352.28
X,What an amazing experience! Definitely a must-see. 🔥,169,2111,#success #positivevibes,8,0.37500000000000006,113.85
Instagram,Captured this moment. #dailyphoto,523,1633,#update #info,4,0.0,165.34
X,Worst experience ever. So frustrating and a waste of time. 👎,100,1000,#frustration #fail,11,-0.5333333333333333,95.36
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,6709,15349,#unacceptable #fail,11,-0.5333333333333333,264.57
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,19362,20331,#frustration #disaster #problem #fail,11,-0.5333333333333333,241.22
Facebook,Testing out a new feature. Feedback welcome.,100,1000,#update #project,7,0.4681818181818182,128.04
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,2042,31895,#unacceptable #fail,11,0.0625,220.17
Facebook,Deeply concerned about the future. #crisis #worry,3748,91213,#frustration #disaster #struggle,7,0.0,220.2
YouTube,Captured this moment. #dailyphoto,100,2088,#daily #news,4,0.0,155.42
X,Reviewing the latest industry report. Interesting findings.,299,1000,#project #daily #update,7,0.5,137.06
X,Testing out a new feature. Feedback welcome.,140,1324,#daily #project #update #news,7,0.4681818181818182,160.74
X,Just sharing an update on the project. More details soon.,8200,8698,#info #daily #project #facts,10,0.5,158.99
Facebook,What an amazing experience! Definitely a must-see. 🔥,966674,967052,#positivevibes #inspiration #success,8,0.37500000000000006,329.26
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,1774,28236,#fail #struggle #frustration #problem,10,-0.6333333333333333,145.76
Facebook,Reviewing the latest industry report. Interesting findings.,882,29444,#update #news #daily #project,7,0.5,219.53
X,Testing out a new feature. Feedback welcome.,129487,1647020,#project #update #news #facts,7,0.4681818181818182,283.85
Instagram,A quiet afternoon walk in the park. #nature #relax,945,8450,#info #news #facts,9,0.0,160.67
X,Good vibes only. Spread happiness! ❤️,6867,144011,#joy #success #inspiration,6,0.525,222.46
YouTube,Reviewing the latest industry report. Interesting findings.,720,1000,#news #update #info,7,0.5,176.28
Instagram,Good vibes only. Spread happiness! ❤️,100,1000,#happiness #joy,6,0.525,125.93
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,2679,24695,#disaster #fail,11,0.0625,207.13
YouTube,So proud of this accomplishment! Hard work pays off. 💪,100,2616,#positivevibes #success,10,0.35416666666666663,173.45
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,141,1045,#struggle #problem,11,0.0625,145.6
Facebook,Captured this moment. #dailyphoto,1054,10703,#facts #project #info,4,0.0,182.52
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,247,1000,#fail #struggle #disaster,10,-0.725,125.12
Instagram,Reviewing the latest industry report. Interesting findings.,14909,565492,#project #info #facts,7,0.5,227.35
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,3942,20212,#frustration #disaster #unacceptable #problem,10,-0.6333333333333333,248.54
X,Absolutely loving this! So much joy and inspiration. ✨,12323,12882,#success #happiness #inspiration #joy,9,0.775,209.05
Facebook,Absolutely loving this! So much joy and inspiration. ✨,3836,83419,#happiness #inspiration #joy,9,0.775,235.01
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,5118,33310,#struggle #disaster #unacceptable #problem,10,-0.725,193.49
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,321,1000,#disaster #problem #struggle,10,-0.725,118.51
Instagram,What an amazing experience! Definitely a must-see. 🔥,8711,10520,#happiness #joy,8,0.37500000000000006,225.41
